SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,crypto_id
1,Litecoin,LTC,29-04-13 23:59,4.573599815,4.22563982,4.366759777,4.383900166,0,75388963.84,8
2,Litecoin,LTC,30-04-13 23:59,4.572380066,4.168960094,4.403520107,4.296490192,0,74020917.91,8
3,Litecoin,LTC,01-05-13 23:59,4.356860161,3.520289898,4.289539814,3.801009893,0,65604596.38,8
4,Litecoin,LTC,02-05-13 23:59,4.039299965,3.007169962,3.780019999,3.371979952,0,58287978.84,8
5,Litecoin,LTC,03-05-13 23:59,3.453609943,2.395940065,3.390439987,3.044909954,0,52694847.07,8
6,Litecoin,LTC,04-05-13 23:59,3.638279915,2.895250082,3.032269955,3.47961998,0,60290867.72,8
7,Litecoin,LTC,05-05-13 23:59,3.69246006,3.346060038,3.493129969,3.590889931,0,62298185.43,8
8,Litecoin,LTC,06-05-13 23:59,3.781019926,3.116019964,3.594219923,3.371249914,0,58594361.24,8
9,Litecoin,LTC,07-05-13 23:59,3.406719923,2.93979001,3.370870113,3.332740068,0,58051265.04,8
10,Litecoin,LTC,08-05-13 23:59,3.4911201,3.283620119,3.283620119,3.409240007,0,59508216.02,8
11,Litecoin,LTC,09-05-13 23:59,3.441689968,3.294850111,3.399399996,3.416150093,0,59755569.09,8
12,Litecoin,LTC,10-05-13 23:59,3.631639957,3.367189884,3.406529903,3.443340063,0,60358926.66,8
13,Litecoin,LTC,11-05-13 23:59,3.479809999,3.300610065,3.460380077,3.348959923,0,58809512.55,8
14,Litecoin,LTC,12-05-13 23:59,3.422240019,3.215869904,3.362809896,3.269449949,0,57513319.98,8
15,Litecoin,LTC,13-05-13 23:59,3.373430014,3.198950052,3.260890007,3.279839993,0,57790879.2,8
16,Litecoin,LTC,14-05-13 23:59,3.331850052,2.777199984,3.281009912,2.824300051,0,49847567.58,8
17,Litecoin,LTC,15-05-13 23:59,3.035820007,2.63925004,2.823990107,2.935450077,0,51891652.21,8
18,Litecoin,LTC,16-05-13 23:59,2.967669964,2.685110092,2.929739952,2.919120073,0,51685880.34,8
19,Litecoin,LTC,17-05-13 23:59,3.335330009,2.870769978,2.891419888,3.186089993,0,56498073.73,8
20,Litecoin,LTC,18-05-13 23:59,3.363749981,3.130880117,3.198649883,3.294929981,0,58518793.71,8
21,Litecoin,LTC,19-05-13 23:59,3.412309885,3.187880039,3.302050114,3.303489923,0,58760676.41,8
